1,0,04:58
1,0,05:08
1,0,05:15
1,0,05:21
1,0,05:28
1,0,05:35
1,0,05:41
1,0,05:48
1,0,05:55
1,0,06:00
1,0,06:05
1,0,06:10
1,0,06:15
1,0,06:20
1,0,06:25
1,0,06:30
1,0,06:35
1,0,06:40
1,0,06:44
1,0,06:48
1,0,06:52
1,0,06:56
1,0,07:00
1,0,07:04
1,0,07:08
1,0,07:12
1,0,07:16
1,0,07:20
1,0,07:25
1,0,07:30
1,0,07:35
1,0,07:40
1,0,07:45
1,0,07:50
1,0,07:55
1,0,08:00
1,0,08:08
1,0,08:10
1,0,08:15
1,0,08:20
1,0,08:25
1,0,08:30
1,0,08:35
1,0,08:40
1,0,08:45
1,0,08:50
1,0,08:55
1,0,09:00
1,0,09:08
1,0,09:10
1,0,09:15
1,0,09:20
1,0,09:25
1,0,09:30
1,0,09:35
1,0,09:40
1,0,09:45
1,0,09:50
1,0,09:55
1,0,10:00
1,0,10:08
1,0,10:10
1,0,10:15
1,0,10:20
1,0,10:25
1,0,10:30
1,0,10:35
1,0,10:40
1,0,10:45
1,0,10:50
1,0,10:55
1,0,11:00
1,0,11:08
1,0,11:10
1,0,11:15
1,0,11:20
1,0,11:25
1,0,11:30
1,0,11:35
1,0,11:40
1,0,11:45
1,0,11:50
1,0,11:55
1,0,12:00
1,0,12:08
1,0,12:10
1,0,12:15
1,0,12:20
1,0,12:25
1,0,12:30
1,0,12:35
1,0,12:40
1,0,12:45
1,0,12:50
1,0,12:55
1,0,13:00
1,0,13:08
1,0,13:10
1,0,13:15
1,0,13:20
1,0,13:25
1,0,13:30
1,0,13:35
1,0,13:40
1,0,13:45
1,0,13:50
1,0,13:55
1,0,14:00
1,0,14:08
1,0,14:10
1,0,14:15
1,0,14:20
1,0,14:25
1,0,14:30
1,0,14:35
1,0,14:40
1,0,14:45
1,0,14:50
1,0,14:55
1,0,15:00
1,0,15:08
1,0,15:10
1,0,15:15
1,0,15:20
1,0,15:25
1,0,15:30
1,0,15:35
1,0,15:40
1,0,15:45
1,0,15:50
1,0,15:55
1,0,16:00
1,0,16:08
1,0,16:10
1,0,16:15
1,0,16:20
1,0,16:25
1,0,16:30
1,0,16:35
1,0,16:40
1,0,16:45
1,0,16:50
1,0,16:55
1,0,17:00
1,0,17:08
1,0,17:10
1,0,17:15
1,0,17:20
1,0,17:25
1,0,17:30
1,0,17:35
1,0,17:40
1,0,17:45
1,0,17:50
1,0,17:55
1,0,18:01
1,0,18:08
1,0,18:15
1,0,18:21
1,0,18:28
1,0,18:35
1,0,18:41
1,0,18:48
1,0,18:55
1,0,19:01
1,0,19:08
1,0,19:18
1,0,19:28
1,0,19:38
1,0,19:48
1,0,19:58
1,0,20:08
1,0,20:18
1,0,20:28
1,0,20:38
1,0,20:48
1,0,21:01
1,0,21:14
1,0,21:29
1,0,21:44
1,0,21:59
1,0,22:14

1,1,04:51
1,1,05:01
1,1,05:11
1,1,05:18
1,1,05:24
1,1,05:31
1,1,05:38
1,1,05:44
1,1,05:51
1,1,05:58
1,1,06:04
1,1,06:11
1,1,06:17
1,1,06:22
1,1,06:27
1,1,06:32
1,1,06:37
1,1,06:42
1,1,06:47
1,1,06:51
1,1,06:55
1,1,06:59
1,1,07:03
1,1,07:07
1,1,07:11
1,1,07:15
1,1,07:19
1,1,07:27
1,1,07:32
1,1,07:37
1,1,07:42
1,1,07:47
1,1,07:52
1,1,07:57
1,1,08:02
1,1,08:07
1,1,08:12
1,1,08:17
1,1,08:22
1,1,08:27
1,1,08:32
1,1,08:37
1,1,08:42
1,1,08:47
1,1,08:52
1,1,08:57
1,1,09:02
1,1,09:07
1,1,09:12
1,1,09:17
1,1,09:22
1,1,09:27
1,1,09:32
1,1,09:37
1,1,09:42
1,1,09:47
1,1,09:52
1,1,09:57
1,1,10:02
1,1,10:07
1,1,10:12
1,1,10:17
1,1,10:22
1,1,10:27
1,1,10:32
1,1,10:37
1,1,10:42
1,1,10:47
1,1,10:52
1,1,10:57
1,1,11:02
1,1,11:07
1,1,11:12
1,1,11:17
1,1,11:22
1,1,11:27
1,1,11:32
1,1,11:37
1,1,11:42
